area,cement_kg,steel_kg,labor_hours,location_index,total_cost
2771,323,43142,702,1,2454422
2303,335,47212,864,1,2222828
922,355,45981,563,1,901359
2668,328,44568,535,1,2407681
2471,359,43608,651,0,2124312
1882,328,46633,604,2,1912145
2528,357,47552,701,2,2451036
2796,347,45822,641,1,2474351
2942,322,43897,460,0,2463855
1948,326,44192,864,1,1897356
2888,330,46072,701,2,2697805
2714,342,43091,871,1,2460943
1053,306,42699,793,0,978900
806,348,46092,658,2,1016675
2916,353,43901,941,0,2487485
1341,344,44178,929,1,1412629
888,303,42732,586,2,1102552
2738,313,47400,611,0,2291679
1012,341,47908,434,0,897378
1065,341,47771,546,0,951496
2030,309,49733,681,2,2033317
1804,358,42512,946,2,1857286
2894,343,44687,987,1,2615916
1421,333,46096,983,1,1487036
1226,325,45756,648,2,1307188
1009,322,48061,456,0,909117
1687,308,42431,704,2,1654295
2243,336,48534,921,2,2242185
953,307,47385,760,2,1079890
1214,352,46494,636,2,1392296
1980,313,42807,633,1,1842479
2084,306,43279,622,1,1903392
1568,306,48538,726,0,1419098
1782,308,47047,497,2,1830602
2311,302,44221,625,2,2126014
1378,313,47164,888,1,1336763
1838,316,42854,877,1,1813854
1341,349,45212,733,2,1395303
1158,343,44586,954,1,1201848
1649,321,46840,911,2,1699980
1226,345,44768,781,0,1215000
1285,325,48193,822,0,1253946
2631,357,49228,747,0,2269913
2272,327,46338,552,2,2169009
2236,344,45340,851,1,2099550
1129,313,47259,689,0,1011249
2555,308,45228,518,2,2320797
1970,350,48740,613,0,1619139
1058,325,43619,964,0,1134341
942,301,42275,838,1,1006973
2816,310,49198,964,2,2666699
1426,316,46103,846,1,1457355
2188,333,45863,441,1,1911272
889,318,42714,794,1,947791
1519,338,48054,646,0,1320059
1280,317,44080,690,0,1037417
2931,312,42809,647,0,2490823
1900,304,45726,998,2,2056230
1472,349,49619,848,1,1443139
1316,322,47568,483,0,1145150
2413,357,47023,620,1,2158461
1581,355,45978,450,1,1492728
2951,323,42861,949,1,2715108
2835,328,42036,586,1,2464079
1486,347,49826,924,1,1519061
2389,346,45811,622,0,2053193
1699,307,44081,864,2,1766702
2301,325,42454,818,2,2247459
1022,314,46539,486,2,1086413
1876,356,45308,658,2,1828426
1900,300,46307,580,1,1778748
2541,327,49988,710,0,2189139
1302,348,45211,572,0,1217533
2139,346,48845,721,1,1966464
1423,345,44655,739,1,1458439
2686,313,47825,895,0,2250102
1850,341,42981,644,0,1646315
1893,333,48504,904,2,1852217
2785,358,48447,728,2,2652413
2188,330,46391,595,2,2083071
2129,305,42151,461,0,1797839
1947,348,48065,424,2,1823295
818,304,45294,963,0,899914
2080,330,47315,961,0,1905838
1845,336,42599,777,1,1738383
1788,314,43322,694,0,1622503
2373,314,47648,451,1,2120095
1871,351,43511,439,1,1710799
2006,342,44258,971,0,1859669
2258,304,42231,856,0,2087590
2954,327,49013,401,2,2678746
2011,332,44742,868,0,1817645
1575,310,49841,505,2,1627414
2659,342,46462,615,2,2424322
2666,305,46576,813,0,2306153
1960,322,49749,609,2,1891570
2681,339,42571,457,1,2372426
2580,301,43202,442,1,2282617
1401,314,43507,537,0,1336178
2394,322,43612,888,0,2188220
1339,321,45566,959,0,1207865
1895,308,46040,868,1,1827467
2605,346,43570,788,2,2498666
823,339,47025,597,1,903655
1423,329,43039,601,2,1453554
2635,315,48609,591,2,2515746
1879,358,43425,506,0,1643150
1785,345,48437,726,0,1543122
1022,346,46081,756,0,1039509
978,351,42170,994,1,1126354
2760,329,47151,900,1,2476982
2273,344,48406,683,1,2038867
1592,308,47334,867,0,1427326
1683,300,48102,907,0,1606797
2012,358,48701,505,2,1962843
2401,337,42188,693,2,2328280
1609,307,46881,465,0,1410463
1760,358,46678,594,1,1615290
1219,358,49145,587,0,1075697
1987,351,47927,446,1,1854800
2078,317,42599,761,0,1857021
2240,326,46941,936,0,1986909
2140,317,46017,977,2,2128919
1841,331,45332,886,1,1820987
1893,357,48125,978,1,1860821
2161,348,47301,645,0,1875316
1391,331,45576,577,2,1446995
1326,352,44389,514,0,1156113
2092,347,42953,564,0,1809202
2454,344,48165,618,1,2194423
1610,353,47193,596,0,1427062
987,335,43625,800,2,1143634
2392,335,43870,475,0,1962750
1328,320,46261,825,2,1495716
1233,345,44024,686,1,1273908
2741,331,46329,944,1,2489509
2604,330,47494,698,0,2227958
1102,336,47552,693,2,1172317
886,315,42640,846,1,1051307
1237,345,47453,813,2,1436892
1845,345,43827,830,1,1759233
1632,313,46702,629,1,1568059
1596,356,42539,495,2,1548418
1359,323,49202,838,2,1480150
1561,324,47563,570,2,1549356
2498,345,49398,716,1,2229562
1924,350,44365,943,2,1935306
1484,334,46438,890,0,1365329
1964,316,45501,787,2,1942536
937,345,45947,956,1,1115477
1377,341,45026,471,2,1311754
1509,344,46732,931,2,1588609
1027,353,45537,638,2,1202991
1627,303,46174,976,0,1526303
1230,310,49036,488,1,1163015
1863,346,48716,934,0,1804631
2509,314,44496,553,0,2272766
2486,329,49896,989,1,2307264
2034,323,48425,589,1,1816420
1101,301,48818,814,2,1250975
1909,342,48200,553,1,1703353
2220,333,46286,738,2,2164910
1332,322,46739,916,0,1298351
1568,330,47582,434,2,1611724
2738,336,44089,925,1,2516579
2204,312,47605,936,2,2182198
1243,332,49340,617,0,1088956
1059,306,48822,653,1,1036857
2338,331,45321,602,1,2010843
2131,306,45581,500,2,2028702
869,341,44549,760,2,1111868
2277,337,43216,577,2,2215755
2262,351,46885,675,0,2008718
2648,343,45978,711,0,2263987
1280,312,48893,809,1,1399246
1967,323,42741,687,1,1783984
2871,327,48308,924,0,2453005
1998,331,48898,800,2,2018175
2692,342,46185,616,2,2568830
2494,317,43714,869,0,2278853
2683,333,47082,426,2,2502813
2171,347,49225,821,0,1960002
1597,333,46044,413,2,1622095
817,350,49430,900,2,1042136
843,337,42647,724,1,900250
954,300,44797,723,2,1141015
1666,342,42818,966,2,1662598
1542,349,42242,684,0,1376657
2651,341,48806,488,0,2213794
2225,330,49001,444,0,1919363
1024,349,47995,897,0,1031856
1016,359,49926,897,2,1289466
830,300,46314,977,0,920145
2692,350,46104,544,1,2352554
1882,315,46525,917,0,1743028
2715,357,45877,481,2,2404274
1697,338,42012,566,1,1628521
1244,314,47894,504,2,1279181
2058,332,49050,887,1,1914916
1930,322,45017,709,1,1873550
2014,352,49392,481,1,1849416
2815,340,49910,493,2,2562935
2736,333,42689,720,1,2504538
1537,316,47878,742,2,1672251
2502,324,45138,760,1,2224328
1673,355,49976,465,0,1418460
1365,341,45740,828,0,1319783
2818,305,42676,800,1,2549247
2685,330,45574,570,1,2290001
2923,304,48327,977,0,2642966
1346,339,47100,467,0,1167771
1116,339,46303,891,2,1242333
2659,329,48671,433,0,2235697
824,304,43323,400,2,1003836
959,311,44865,550,1,1053969
1937,306,43002,657,2,1903458
1699,344,49408,987,1,1805532
1989,312,44502,418,2,2036003
1502,348,43765,434,2,1532574
800,303,49045,770,2,1010950
2722,349,43553,890,1,2460563
2224,341,47778,640,1,2021388
1181,302,44291,406,2,1320283
2541,311,49730,948,1,2359713
2626,300,43985,770,2,2517713
2073,326,46866,649,1,1943880
2348,342,42237,514,2,2232842
2378,349,45317,952,0,2169234
1697,312,44392,736,0,1566217
1516,316,45555,973,2,1651589
1190,307,48453,541,1,1272639
2499,331,43584,884,2,2330943
1032,319,43307,837,0,1027432
2726,350,44085,487,0,2273727
2119,316,43819,862,2,2133763
1505,333,42031,447,0,1232542
1033,334,49410,880,2,1235700
2191,334,49720,923,0,1983190
2055,337,42291,610,1,1948227
2696,341,45686,643,1,2385879
1689,323,46387,638,1,1739100
1391,353,43642,596,2,1424695
1545,317,48901,634,2,1526629
2519,349,47501,586,1,2284889
1227,345,49766,689,1,1235248
1531,347,42577,620,1,1562475
1599,338,47257,896,0,1400534
1001,332,45909,895,1,1102775
2993,348,43223,701,0,2597228
1635,322,49502,586,1,1512919
934,324,46076,849,2,1068188
2087,336,44652,811,1,2025473
2911,326,42446,644,0,2436173
840,300,45419,712,1,986133
1712,320,46373,895,0,1523030
2529,358,45041,421,1,2213859
1774,348,44579,467,0,1572318
1933,309,47920,791,0,1742537
2259,330,43422,715,1,2024469
2840,343,49558,464,1,2513435
1043,324,47079,940,2,1134692
965,319,48745,967,2,1126208
1849,356,44609,611,2,1910939
2297,301,45081,599,0,1968473
1527,354,48734,577,0,1395469
1915,347,47668,822,2,1952963
1282,314,42058,861,2,1400501
2030,327,45159,443,1,1839331
2948,312,42458,830,2,2685611
1679,349,42103,567,0,1484754
1629,359,46926,686,1,1538518
2824,351,42788,736,2,2732816
1558,353,48247,985,2,1630814
962,313,49421,570,2,1129859
1996,349,42741,582,1,1821246
2107,301,45406,415,1,1928861
2795,333,49630,895,1,2468784
2734,334,43572,979,2,2597456
2356,336,48444,953,1,2226664
1106,324,44701,509,1,1119034
2162,347,46650,952,1,2066802
2902,353,46723,705,1,2543462
1132,314,45412,405,0,989513
2974,311,49659,672,2,2733172
1042,308,47203,760,1,1144714
2684,357,44976,584,0,2356191
2232,330,49426,499,0,1813925
1102,313,48503,489,2,1183923
1034,328,44134,645,2,1144066
2986,352,42427,638,1,2599576
994,347,48510,480,2,1126733
2350,342,48486,514,2,2206376
2592,337,48490,675,2,2374201
1446,341,47922,479,2,1415894
2848,359,43944,967,1,2617237
1360,307,48239,578,0,1169196
1919,347,49422,708,2,1864353
1512,302,47973,960,0,1467667
1212,301,47255,908,0,1179594
1337,315,43271,659,0,1298858
2678,318,49666,691,2,2496117
1034,329,46979,690,2,1297993
2579,340,46581,941,1,2363872
2693,315,47521,462,2,2527192
2304,330,46699,993,2,2220974
2662,353,42411,804,2,2479782
2174,357,48090,879,0,2022246
1215,327,43931,724,1,1202778
2709,303,44495,780,0,2331931
1715,309,42246,709,1,1600402
880,350,44817,742,2,1130600
2883,344,48842,874,2,2642820
1890,317,48564,455,0,1689081
2490,346,44171,824,0,2190753
1556,331,45331,541,0,1383405
1267,329,49336,775,1,1287106
1965,335,49084,625,0,1781197
2294,308,44924,873,2,2218730
2444,335,49278,424,1,2126128
1819,328,49457,764,1,1755367
2414,315,47718,494,2,2246250
1701,327,44060,907,0,1660996
1472,320,45334,964,0,1436524
1238,346,46895,981,2,1425931
926,355,49190,575,2,1150176
2876,301,42944,807,2,2609001
1244,359,44247,889,2,1423427
1765,358,47361,858,1,1711339
1263,345,43262,812,1,1284207
2998,334,48446,737,0,2553296
1712,353,47284,730,1,1693640
1296,327,48881,612,1,1187359
2263,354,42175,744,1,2104742
2571,335,43052,975,2,2401333
957,330,44724,946,1,1063542
971,332,44582,923,0,979942
1293,322,43317,745,1,1384655
1769,359,46572,647,2,1740529
2134,340,48526,724,1,1976570
2226,316,48699,866,0,1913229
2492,345,49940,490,1,2239135
2593,348,47811,693,0,2168629
1458,300,45367,940,2,1485028
1465,341,43674,923,0,1302571
1166,322,42333,658,0,1070542
1349,347,47367,486,2,1386794
1442,326,43264,557,0,1342362
2693,324,45177,893,1,2529825
1054,331,44945,585,1,1156148
1007,318,47026,743,0,1032339
894,323,46780,915,1,1122799
2683,356,46656,968,1,2485233
1277,302,46218,908,2,1446418
1561,359,47154,939,0,1550616
989,311,44665,415,1,938499
2307,334,49131,924,0,2099004
2556,314,46935,599,0,2182635
2359,316,42415,583,1,2190500
1555,349,42707,708,2,1666410
2246,331,49788,907,2,2191511
1635,306,44684,680,0,1403529
2463,318,49494,557,2,2370126
2428,306,45366,759,1,2190379
2635,304,45503,658,1,2365404
932,357,46442,556,2,1023348
854,339,48180,824,2,1051737
1309,320,47819,420,0,1202797
1469,347,44559,746,2,1565464
2489,347,46944,749,0,2125480
2116,350,45971,784,1,1877759
1533,356,46630,837,2,1650672
2493,346,44957,855,0,2166432
1058,306,48916,945,0,1064335
1945,336,43729,479,0,1666129
1098,322,43901,851,0,1047821
1360,310,46759,994,1,1437971
2712,309,43041,940,2,2533935
2664,356,42026,888,0,2338283
1096,320,44583,922,2,1302393
2261,354,43052,791,2,2256381
2974,358,43674,973,1,2698675
996,340,45055,758,2,1110311
1794,332,48801,432,1,1676820
2938,319,43658,535,1,2533311
807,332,46735,999,0,833168
1119,339,45951,809,1,1153551
2217,334,45188,928,0,1971180
2498,333,49299,490,1,2282620
2908,335,49456,812,1,2643093
2261,326,43741,698,2,2114073
2087,318,49403,886,0,1943271
1918,342,46087,472,2,1903563
1352,304,46137,660,1,1354243
1460,328,45231,711,0,1215252
1515,355,49931,564,1,1405339
2258,309,43714,734,1,2073473
1654,355,45196,901,2,1808440
1464,358,45331,560,0,1371906
2697,354,45347,789,0,2289363
2474,339,48356,470,0,2010972
1072,312,43986,491,1,1066677
1977,328,45544,760,0,1761573
2072,304,48979,720,1,1859637
1078,357,42701,644,1,1069774
1615,357,49737,423,1,1605230
1075,358,43454,956,0,1054744
1804,311,45786,802,2,1808687
1722,358,48223,772,1,1796037
1441,312,49098,685,2,1493373
1304,321,47347,840,0,1181419
1571,339,49045,994,0,1441995
2064,314,49262,751,0,1836605
2059,312,44471,618,0,1767102
1813,300,48092,884,0,1640501
927,353,47014,842,2,1130203
2023,337,48659,617,0,1920909
2325,342,46260,466,0,2010558
2473,344,47545,430,0,2038801
1291,352,45044,721,0,1190394
2057,351,45883,649,0,1837690
2466,300,49136,965,1,2339856
1215,310,44940,409,1,1093573
2995,357,49159,684,2,2684710
1769,342,47161,552,0,1570914
2876,339,43820,943,2,2678844
2184,321,48884,928,2,2114827
1107,334,49570,770,0,1070610
860,359,44802,700,0,889968
2972,350,45795,545,1,2596733
2279,343,44463,986,0,1944843
2730,305,45371,451,1,2367558
2313,327,49222,803,2,2174251
1272,330,42335,540,2,1374419
1758,354,43924,487,1,1728417
1332,307,46976,826,1,1365243
1293,304,47549,483,0,1173005
881,341,47067,642,1,995606
1678,353,48828,505,1,1633335
2345,347,45860,754,0,2019643
811,343,49501,420,2,952253
2086,316,44788,405,1,1917501
1248,337,49573,620,0,1097122
1561,308,46125,486,0,1290560
825,309,45606,852,1,927157
2606,319,43540,741,2,2516123
2368,313,42574,792,0,2079732
861,313,42220,751,1,935559
1028,325,46922,645,2,1223128
2638,328,44013,512,1,2361275
1406,348,44641,982,0,1304216
1858,326,47613,557,0,1609369
2528,324,42753,636,0,2118867
2279,315,47372,642,1,2079256
2325,335,47683,565,0,2026335
1560,333,49488,433,1,1333297
1394,315,49206,654,2,1415661
2392,332,43020,701,2,2358631
1855,302,43488,619,2,1810471
2654,322,49938,431,2,2513429
2848,310,43961,908,0,2416143
2258,347,47958,881,0,1978156
2661,357,49578,632,1,2388890
1959,317,45483,614,2,1894468
2019,346,48635,641,2,2028836
932,340,42437,644,1,989726
885,343,42478,419,1,948802
2299,328,42782,609,1,2027077
2630,358,49092,825,1,2405029
2003,349,47103,471,2,1903071
974,304,46167,577,0,864343
2775,323,46677,922,2,2648545
1377,328,42219,698,1,1429931
2598,328,43027,665,0,2202339
2896,359,49146,919,2,2744603
944,325,42289,894,1,1043724
1561,339,42379,674,0,1410145
2177,302,45973,452,0,1893690
2625,301,44851,799,1,2451424
1728,324,43378,813,0,1627631
1593,318,48886,888,2,1635309
2401,339,43958,901,2,2255131
2460,301,44127,706,2,2228092
1118,318,42065,816,0,1109357
1910,300,44183,908,0,1702703
2376,326,46494,929,1,2260665
1497,353,45774,405,1,1349094
1646,344,46442,821,0,1525154
2601,354,45919,850,2,2384579
1582,351,48080,826,0,1478389
2889,348,48202,789,2,2710785
1916,334,42777,733,1,1745401
2550,340,44566,847,0,2240468
2449,304,43903,737,0,2229657
1091,337,44761,487,0,1025927
1768,303,49120,668,2,1915820
2287,316,49404,464,1,2050801
2642,352,45851,463,2,2457292
896,320,42078,669,1,946998
1918,352,43581,776,2,1923872
873,347,47874,728,1,917331
2159,330,49967,917,2,2177374
1891,347,49839,820,0,1658855
1557,321,44162,712,2,1691777
2741,310,42985,708,0,2286890
1007,333,43485,588,0,928957
2044,348,47745,441,0,1733129
2085,314,48269,989,2,2030427
1209,349,47721,719,0,1144953
1570,309,44620,844,2,1618040
2643,337,42964,773,1,2460359
873,331,44547,685,2,1015795
2460,352,42828,570,2,2324933
1053,347,45173,662,2,1192367
1619,330,44673,934,1,1592300
1785,336,47293,541,1,1662303
1131,343,48595,547,1,1171621
2221,327,49259,839,0,1871510
1635,330,43718,992,2,1729653
2491,305,44432,815,2,2334203
1254,313,43228,424,0,1070482
2729,357,44410,493,0,2316270
1938,322,45778,704,2,1966878
1112,315,43840,584,0,1104090
1817,324,42497,682,0,1581358
1027,338,42536,554,1,911118
1657,301,45305,413,0,1431290
2068,337,48159,740,0,1733159
1817,340,49124,872,2,1871977
1749,338,43164,507,0,1476858
1226,333,43971,730,0,1164964
2889,350,48763,939,0,2478708
1264,339,49587,838,1,1242492
2445,342,45527,783,2,2277265
1077,324,42299,981,1,1198080
818,335,44386,559,0,721297
865,315,46398,831,2,1105886
966,356,45963,795,2,1243058
2408,317,46687,887,0,2207870
1202,312,46171,588,1,1119593
1208,358,45859,817,0,1084925
2959,336,42913,742,1,2660752
1396,326,46875,760,0,1236373
1862,333,45695,508,2,1843358
2952,310,42920,700,2,2635877
1123,300,49483,767,1,1168171
2782,312,43523,654,0,2423557
2237,329,49242,715,1,1976374
1228,304,43749,470,2,1290129
1884,317,48131,668,2,1854945
2435,313,48509,900,1,2278822
2177,312,45617,608,1,1949919
1192,331,44700,877,1,1178617
2340,306,43005,575,1,1980387
1245,307,43701,638,1,1309580
2003,349,48539,841,0,1834646
1823,306,45302,891,1,1755210
1141,351,42803,498,1,1131672
932,348,47147,728,2,1134575
2659,315,49642,725,2,2541207
1064,342,45366,844,0,940777
892,330,44892,694,1,884394
2485,350,45498,841,1,2181956
2234,326,46967,430,2,2076898
2985,359,45162,530,2,2725562
2031,332,42114,926,2,2081438
1801,352,49326,837,1,1585190
2460,328,45329,725,1,2167045
2396,307,46468,666,0,2076529
1065,332,46945,685,2,1223025
1445,340,44137,690,2,1505430
1936,318,46852,767,2,1866526
2201,320,47417,885,2,2123558
1253,340,42030,954,2,1407553
2714,320,47948,567,1,2319556
2263,324,48501,870,1,2062789
2010,341,49991,569,2,1874805
1630,355,48613,745,2,1700711
2190,322,49907,477,1,1922772
1912,310,49295,484,1,1681465
2769,332,43805,600,0,2330306
2979,319,48413,988,1,2739227
1671,324,45569,760,0,1508407
1434,325,43436,964,2,1615701
2199,339,48352,701,2,2168628
1490,351,46785,692,2,1515134
2665,311,49473,693,1,2397829
1857,331,47310,508,1,1763367
2755,332,45428,764,2,2553803
1381,309,42456,999,2,1536303
2189,303,42448,893,0,1904102
1583,314,42067,666,1,1508231
980,350,46089,492,1,991605
818,305,43862,463,0,797996
2049,326,43802,827,2,2006106
2416,304,47901,767,2,2316964
2045,304,46969,504,1,1875754
2438,317,46562,608,1,2153052
853,327,45431,973,2,1077768
2226,334,49554,873,0,2000208
1242,358,42127,460,0,1199636
1379,321,47895,745,0,1210177
1081,333,46828,411,1,1094599
1622,303,45825,865,0,1551037
2469,317,49652,594,1,2219594
1440,340,43267,473,1,1322769
1831,350,46010,785,2,1841279
2816,325,48024,535,2,2532491
1362,341,43042,954,0,1276613
1140,321,47515,835,0,1119070
1271,346,45738,438,1,1223248
2510,332,49396,942,2,2427740
1034,342,42367,719,2,1133873
1906,313,48201,955,1,1805722
1916,330,49448,752,0,1735296
2708,309,44604,913,0,2285167
2217,350,49269,882,1,2006110
1623,323,48191,815,2,1667089
2091,320,48705,769,1,1921597
1431,347,44640,742,1,1453485
1328,307,46907,724,0,1107502
2780,331,42058,766,2,2593831
2969,330,46256,735,0,2611873
2857,333,42102,695,0,2461810
2139,322,46941,423,2,1939909
2096,324,46507,841,0,1987229
2129,306,42785,503,1,1896035
2033,318,46278,811,1,1787418
2781,306,48560,973,2,2680158
2553,346,49283,693,1,2262817
2748,307,45945,642,1,2540300
2927,313,48142,741,1,2646346
1701,300,44446,572,1,1701199
1690,312,42956,815,0,1482226
2370,302,48922,502,1,2180291
2624,352,49843,559,2,2392922
2865,327,44702,656,0,2461198
1988,337,42436,956,1,1911313
2348,350,44365,975,1,2264698
1001,314,47935,595,2,1180787
1540,335,46701,790,0,1388176
2169,352,49417,469,1,2005974
2189,302,49054,646,2,2095806
2800,303,47566,728,0,2440184
2271,304,42496,557,0,1962432
2336,349,43366,984,1,2176730
1118,325,48570,454,2,1140126
1857,324,44865,885,2,1893454
2694,309,43851,642,1,2369684
1523,307,43022,752,1,1426946
2500,311,48383,809,1,2323711
1212,353,45130,414,2,1243019
2075,357,49694,546,0,1701757
1200,358,44844,889,1,1260296
2639,302,48346,424,1,2308333
1523,326,47868,732,0,1382799
1935,349,43489,573,0,1681253
1550,322,47415,689,2,1548341
1067,339,44334,969,1,1148817
2140,357,48216,544,2,2095434
1369,332,48869,521,0,1263635
2773,313,49690,426,1,2406543
1345,353,46432,465,2,1420551
1164,322,49904,500,2,1256942
1346,330,45389,787,0,1238751
1070,312,42202,493,1,1136752
1538,356,42230,466,2,1500880
2057,311,49047,649,2,2011181
858,334,45634,541,0,732692
2074,317,45128,666,1,1930788
2670,320,44691,951,0,2313666
885,344,45491,614,2,1033463
1562,346,44962,888,1,1534438
1189,341,44327,895,0,1040756
2003,300,46904,879,1,1817185
1518,337,47424,889,1,1555298
948,340,46561,400,1,965285
1382,341,44784,408,2,1481646
920,346,47293,779,1,945433
1565,308,42803,543,0,1422840
1599,322,46361,701,1,1563170
2906,313,48390,816,1,2666714
1821,310,48221,578,2,1787342
2269,306,47766,677,0,1976408
1909,330,45723,543,1,1712997
2050,323,44901,738,2,1994710
2449,325,48396,858,2,2327321
2615,329,48618,730,1,2293037
2145,333,42175,669,1,1977475
2141,345,43444,586,1,1998690
2532,337,49114,571,2,2420557
1698,304,46003,803,1,1598269
1284,304,47691,867,2,1418748
1602,318,45532,646,0,1424522
2515,350,46349,922,1,2392264
2715,337,43543,958,0,2474119
2557,327,46998,510,0,2103405
2609,325,44154,702,0,2272589
2243,341,47290,872,2,2217135
2752,322,44105,691,2,2550285
2470,345,47456,651,2,2265049
2648,348,45413,987,2,2573012
1319,329,49085,574,0,1252170
1951,302,45361,508,2,1854687
2196,327,46179,739,0,1985387
1451,332,43140,413,0,1264515
2750,341,46807,721,2,2637027
1010,302,47653,442,0,987262
1385,304,49386,860,2,1498960
966,356,43761,501,0,916044
2056,318,43940,408,1,1811573
2005,341,43806,548,2,1853854
2538,357,46996,737,0,2212886
1852,356,45173,623,2,1755202
1513,347,42656,509,0,1438469
1487,300,44503,753,2,1616574
1129,337,42658,483,1,1113337
2546,308,48916,954,1,2481256
2007,359,44838,465,2,1889517
2942,304,46946,787,2,2711272
1584,358,48669,534,0,1376540
1740,345,48409,485,0,1507891
2088,341,49454,483,2,1973493
2479,333,46236,626,1,2252501
1425,336,49038,659,1,1343565
938,332,44453,419,2,1061641
1561,324,48436,434,0,1329517
2633,341,48025,842,2,2499786
2355,328,43054,669,2,2184359
1475,357,49338,805,1,1420557
891,324,48498,907,1,1121508
1892,353,48348,703,0,1630624
836,358,47597,684,0,854433
2587,308,45041,947,2,2452063
2987,302,46003,428,2,2644033
2001,314,44338,790,2,1982139
2636,303,42110,815,2,2447715
2694,344,47187,541,1,2411218
936,337,43718,740,0,911784
2463,319,48516,644,0,2186805
2382,348,46291,404,0,1943149
1771,322,42125,848,0,1620517
1461,336,49854,665,1,1442102
2610,346,42261,890,2,2437696
1214,307,44934,638,0,1085442
1142,356,47019,649,0,994729
945,336,47917,690,2,1037589
1122,355,44202,942,1,1202241
2969,344,43604,478,1,2632702
2075,332,46203,920,0,1858640
2678,332,49590,849,0,2329268
1400,306,44082,955,0,1265791
1274,321,45942,543,1,1143363
2315,304,49211,519,0,1993023
1374,345,42654,964,2,1480480
1146,314,48866,976,1,1142541
2310,320,48109,575,1,2056609
1181,324,47093,469,2,1271976
2103,316,44463,602,2,2043175
871,355,49143,579,1,945208
1917,349,42284,992,0,1718901
2196,306,47566,966,1,2099778
2159,353,44565,509,0,1850084
1463,357,45801,823,2,1513617
2315,349,42026,902,0,1998197
2691,359,44274,805,2,2545992
839,318,45867,490,0,833135
2182,351,45972,693,0,1936030
2830,306,49592,792,2,2650820
2077,339,43591,436,0,1801778
1765,344,47487,916,1,1835720
2700,358,45381,715,0,2339829
1500,349,46943,571,1,1444215
1310,323,43128,805,2,1456693
2083,310,46113,661,0,1856227
1383,340,49372,883,0,1238142
1783,354,48186,426,1,1642974
1258,300,44136,894,1,1354807
2705,353,48729,454,2,2564605
2904,331,42156,648,1,2574574
1615,339,43289,672,1,1524965
1046,352,44181,658,1,1098666
1529,343,44511,590,0,1330605
1216,301,47720,974,0,1265886
1854,314,43771,845,0,1696320
1167,320,43155,901,0,1131486
907,323,44788,792,0,960307
1638,349,47153,807,1,1536294
1217,316,48226,508,1,1092224
2443,346,44976,502,0,2097683
1620,351,47251,625,0,1496973
2221,351,45499,752,2,2142184
1482,308,44913,559,2,1483335
1055,334,42203,803,1,1077680
1637,319,43822,723,2,1612808
1352,318,43359,544,1,1343894
980,317,47057,864,2,1218253
956,319,44544,531,0,937309
2277,329,42441,492,0,1941057
1370,339,48971,672,1,1294443
1656,300,49425,933,1,1595597
2584,323,43315,593,1,2336213
2527,323,46037,569,1,2204288
1847,346,43148,859,2,1865922
2296,318,47782,410,0,1888604
2223,329,46966,580,2,2080705
1391,325,49926,631,0,1202647
2981,341,43198,428,0,2492583
1220,343,48003,931,2,1310996
1147,359,47611,404,1,1083092
965,337,44916,945,2,1224897
1736,328,45885,539,2,1770029
1147,312,46175,427,2,1256756
1197,303,49786,497,0,1147899
1382,344,44859,661,1,1293505
2400,316,44962,418,0,2019328
1107,332,47424,411,2,1192916
898,304,49677,936,2,1223360
2065,327,43367,924,0,1845613
957,323,46665,864,0,999282
1353,316,47210,987,1,1485001
1450,349,49814,658,2,1520546
1868,338,44909,423,0,1576934
2295,347,44216,407,0,1920044
2678,339,45405,627,0,2203718
1533,343,49801,775,0,1380571
2750,345,45059,522,2,2455087
891,350,44283,489,1,971639
2427,310,46494,855,0,2054641
2015,311,48731,623,0,1776635
1900,312,42820,656,1,1827966
2104,307,45060,914,2,2122304
2187,300,44524,547,0,1854301
978,308,49702,786,1,1098162
1079,327,46940,837,1,1152127
1842,301,44632,436,2,1757447
2418,313,49255,505,1,2137804
1170,312,44662,631,2,1304411
2600,347,48749,545,1,2233392
2503,301,49104,416,0,2080357
1103,303,49995,558,2,1232886
2148,311,44825,681,1,1948999
2260,347,47372,677,0,1900897
1993,309,46453,524,1,1774728
2861,302,45129,819,0,2480818
1468,303,46014,719,2,1562094
1299,305,47518,881,0,1289630
2214,322,46616,723,1,2075600
2372,304,48668,794,0,2114921
1329,349,49584,585,0,1106529
2806,302,46488,865,2,2675198
2019,309,43666,456,0,1700357
1554,342,49389,857,0,1364561
1614,318,45400,607,1,1560935
1526,313,47491,473,1,1444745
1530,320,45582,883,2,1665396
1627,359,44200,484,2,1594048
2131,342,42892,413,2,2008503
2846,327,45950,448,1,2397304
1674,320,42983,825,0,1622546
2978,335,48623,758,2,2688695
2803,323,42582,641,1,2450493
2477,353,48051,452,1,2142917
1407,337,49000,468,2,1451278
2873,316,46115,951,1,2566607
2277,321,44640,455,0,1987024
1434,318,43973,855,1,1454237
2009,344,48371,654,1,1785529
1283,353,45417,404,0,1168385
1874,309,46114,980,2,1960857
2714,310,48587,451,1,2345332
2852,337,49844,728,0,2391816
1388,301,44415,497,2,1449224
2028,332,49042,560,0,1788837
2773,342,47738,805,1,2451100
2858,330,42888,976,0,2548566
1748,347,43883,726,2,1736653
2855,334,46821,642,2,2692941
2879,336,45822,903,2,2626191
2807,346,42146,766,0,2383648
2541,346,43716,841,0,2212251
